rank,trader,roi,pnl,pnl_clean,vol,vol_clean,net
35,0xd71508e50002Bd2A8BB669C0347483839c634e39,240.47842987457386,62518.37199760122,62518.37199760122,288698.83612044004,288698.83612044004,
36,0x36d51763Cc49831EAC8D8fE687402F4045d4546e,229.06958677838594,11642.172535589692,11642.172535589692,37328.27978250181,37328.27978250181,
37,0x9f729fFa3A6527d7f9513b7d1074f2F9F991A96f,222.9045002892637,44825.58256240441,44825.58256240441,709610.2784900795,709610.2784900795,
38,0x06AB6171360c2e95950E5753bb6A12dC04502CD2,219.7858688071441,29539.018371192822,29539.018371192822,33624.260339415945,33624.260339415945,42978.92628315802
39,0x238B8646C1891C2a2Ee9de2dcB9aCEB10256FD7B,219.72994282958084,4921.167094123484,4921.167094123484,13973.795073598818,13973.795073598818,
40,0x87BFA2a32FEeba963fC9f4fa42c33Fe499f311db,219.16653845461042,973.2405272105499,973.2405272105499,4727.8987561209005,4727.8987561209005,
41,0xc9dc4cbf8E403c3a57aFC03A7dDc4fC4A603E02B,217.6439451010758,213.15412412683992,213.15412412683992,809.6956494447029,809.6956494447029,
42,0x0D481B1446e9Cccc87Ac12aD52fc34aD22E5498C,217.1822096817237,12793.01164101733,12793.01164101733,15300.650316222936,15300.650316222936,13680.055750260153
43,0x74379052B4570892B0C3DE06578cE77CF29218e6,216.97517491876215,142928.52951172437,142928.52951172437,126675.0680354879,126675.0680354879,208801.7472958503
44,0x09245C916191E86eA7D2229c97c639120c08531C,216.72881559842406,14023.005181328299,14023.005181328299,47085.582176244185,47085.582176244185,228.10899243732496
45,0x22561c5931143536309C17e832587b625C390b9A,213.0410023849134,1361549.4238577515,1361549.4238577515,1237434.6260387495,1237434.6260387495,2000651.4786808705
46,0xFb305A40Dac406BdCF3b85F6311e5430770f44bA,211.29908962446947,580747.841010024,580747.841010024,1449853.7015889229,1449853.7015889229,851818.5430359088
47,0xaBA7aDCadE9754304E558970089Af59824135bDc,207.11977506898614,20.375818510555277,20.375818510555277,40.16548211305475,40.16548211305475,30.16233445543785
48,0x8Fc27ad7FcA175ee10e425f45E05bBc8B1f9309F,204.00653867349754,9982.030158265587,9982.030158265587,19782.03353461091,19782.03353461091,14790.525183725409
49,0x4131E83fD6f3C0A262960D4562953CDa884908F2,197.59957040717975,378.51424405385853,378.51424405385853,7193.21354878362,7193.21354878362,526.4209424582026
50,0xeAc46986Df739614Ac8da051c517772a8f085b6C,194.6025884500122,10287.087194720092,10287.087194720092,37154.511744949516,37154.511744949516,
51,0x0C80519b3b3D7e94C46DB7f841f3590BCc1f3167,193.24902639380716,45692.35960941794,45692.35960941794,3527704.8351289635,3527704.8351289635,50964.54531962224
52,0x728853887d73D3F333E48E73010Aa4E9B519a679,193.13384976383932,2033.0699743752616,2033.0699743752616,12623.737865961146,12623.737865961146,
